cf,denominazione,url_trasparenza,categoria,raggiungibile,errore,disposizioni_generali,organizzazione,consulenti,personale,selezione_personale,bandi_contratti,sovvenzioni,bilanci,beni_immobili,controlli,pagamenti,accesso_civico,privacy,categorie_trovate,score
01502360447,PICENO S. C. A R. L.,https://dev.galpiceno.it/amministrazione-strasparente/,controllo_pubblico,False,[Errno -2] Name or service not known,,,,,,,,,,,,,,0,0
07105121003,MULTISERVIZI CAERITE SPA,https://multiservizicaerite.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,NO,SI,NO,SI,NO,SI,SI,NO,NO,NO,SI,7,53.8
00399810589,ISTITUTO POLIGRAFICO E ZECCA DELLO STATO - SOCIETA' PER AZIONI   IN BREVE 'IPZS S.P.A',https://www.ipzs.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01375230503,PATRIMONIO PISA S.R.L,https://www.patrimoniopisa.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
09702900011,PATRIMONIO CITTA' DI SETTIMO TORINESE S.R.L.,https://www.patrimoniosettimo.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02354140424,PLURISERVIZI FIDARDENSE SRL,https://www.pluriservizifidardense.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1774353384,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
01662720497,PORT SECURITY PIOMBINO S.R.L.U.,https://portsecuritypiombino.portaletrasparenza.net/it/trasparenza/selezione-del-personale/reclutamento-del-personale/bandi-e-avvisi-di-selezione-attivi-per-i-quali-non-e-piu-possibile-presentare-la-domanda-di-partecipazione.html,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01693280909,PORTO CONTE RICERCHE SOCIETA' A RESPONSABILITA' LIMITATA         PUO' FAR USO DELLA DENOMINAZIONE ABBREVIATA 'PCR S.R.L.',https://www.portocontericerche.it/it/chi-siamo/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
03757660968,"NED RETI DISTRIBUZIONE GAS S.R.L., IN BREVE 'NED S.R.L.'",https://www.nedweb.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
03588060834,PATRIMONIO MESSINA S.P.A.,https://www.patrimoniomessina.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
08872320018,PEGASO 03 S.R.L.,https://www.pegaso03.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
00035130079,PILA - SOCIETA' PER AZIONI,https://www.pila.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
97103880585,POSTE ITALIANE - SOCIETA' PER AZIONI,https://postepay.poste.it/poste-energia-trasparente-e-prevedibile,controllo_pubblico,True,,NO,SI,NO,SI,NO,SI,NO,SI,SI,NO,SI,NO,SI,7,53.8
00298120452,PROGETTO CARRARA S.R.L.,https://www.progettocarraraspa.it/amministrazione-trasparente.html,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01243150297,POLESINE TLC S.R.L.,https://www.polesinetlc.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,1,7.7
02234900187,PAVIA ACQUE S.C.A R.L.,https://www.paviaacque.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01540820444,PICENAMBIENTE S.P.A.,https://www.picenambiente.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
05040110487,PUBLIACQUA S.P.A.,https://www.publiacqua.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02915750547,PUNTOZERO S.C.A R.L.,https://puntozeroscarl.it/trasparenza/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
07645021218,PRIMA VERA S.R.L.,https://www.primaverata.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01777750686,PESCARA ENERGIA S.P.A.,http://pescaraenergiaspa.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02200370167,"REALIZZAZIONE E  GESTIONE SERVIZI PUBBLICI LOCALI S.P.A., PER BREVITA' 'COGEIDE S.P.A.'",https://www.cogeide.it/amministrazione-trasparente/,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,SI,SI,SI,SI,NO,SI,SI,8,61.5
02180280394,RAVENNA ENTRATE S.P.A.,http://www.ravennaentrate.com/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01751950732,PUGLIA SVILUPPO S.P.A.,https://www.pugliasviluppo.eu/it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02591470824,RISANAMENTO E SVILUPPO ATTIVITA' INDUSTRIALI SICILIANE RESAIS S. P.A. IN LIQUIDAZIONE,https://www.resaispa.it/w/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
07926631008,"RETE AUTOSTRADE MEDITERRANEE PER LA LOGISTICA, LE INFRASTRUTTURE ED I TRASPORTI SOCIETA' PER AZIONI - IN BREVE RAM LOGISTICA INFRASTRUTTURE E TRASPORTI S.P.A.",https://www.ramspa.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01323720399,RAVENNA FARMACIE S.R.L.,https://trasparenza.ravennaholdingspa.it/page/252/articolazione-degli-uffici-e-organigramma,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01522960671,RUZZO RETI S.P.A.,società trasparente,controllo_pubblico,False,unknown url type: '/societ%C3%A0%20trasparente',,,,,,,,,,,,,,0,0
01707050504,PISAMO - AZIENDA PER LA MOBILITA' S.R.L.,https://www.pisamo.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
04733350484,QUALITA' E SERVIZI S.P.A.,https://www.qualitaeservizi.com/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
07555981005,QUADRILATERO MARCHE - UMBRIA SOCIETA' PER AZIONI                 IN BREVE 'QUADRILATERO MARCHE-UMBRIA S.P.A.',https://www.quadrilaterospa.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
06806680010,R.S.A. SRL - SOCIETA' PER IL RISANAMENTO E LO SVILUPPO AMBIENTALEDELL'EX MINIERA DI AMIANTO DI BALANGERO E CORIO,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
02102310345,IT.CITY S.P.A,https://www.itcity.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
01710090091,PONENTE ACQUE SOCIETA' CONSORTILE PER AZIONI IN LIQUIDAZIONE,https://www.ponenteacque.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
05058230961,RICERCA SUL SISTEMA ENERGETICO - RSE S.P.A.,https://www.rse-web.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01626270597,PROGETTO AMBIENTE S.P.A.,http://patrasparente.it/trasparenza.php?pa=29,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
08507160011,S.A.A.P.A. S.P.A. IN LIQUIDAZIONE,https://ospedalesettimo.it/amministrazione-trasparente-2/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01098200494,R.E.A. ROSIGNANO ENERGIA AMBIENTE S.P.A.,https://reaspa.portaletrasparenza.net/it/trasparenza/bandi-di-gara-e-contratti.html,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
04906911005,RISORSE PER ROMA S.P.A.,https://trasparenza.risorseperroma.it/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02132350022,S.E.A.B. SOCIETA' ECOLOGICA AREA BIELLESE S.P.A.,https://www.seab.biella.it/societa-trasparente/bandi-gara-contratti/atti-distinti-procedura/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,12,92.3
92006600669,S.A.C.A S.P.A.-SERVIZI AMBIENTALI CENTRO ABRUZZO,https://www.sacaservizi.com/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01531780664,S.E.D. SERVIZI ELABORAZIONE DATI S.P.A. CON SOCIO UNICO,https://www.pa33.it/trasparenza/sedaq,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
03500970755,S.G.M. SOCIETA' GESTIONE MOBILITA' LECCE S.P.A.,https://www.sgmlecce.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
94005970028,S.I.I. - S.P.A. - SERVIZIO IDRICO INTEGRATO DEL BIELLESE E       VERCELLESE SIGLABILE 'S.I.I. - S.P.A.',https://siispa.portaletrasparenza.net,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
03151460171,S.P.A. IMMOBILIARE - FIERA DI BRESCIA,https://www.immobiliarefiera.it/home/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01029990098,S.A.T. SERVIZI AMBIENTALI TERRITORIALI S.P.A.                    IN SIGLA 'S.A.T. S.P.A.',https://atsat.diaphanum.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
01567890080,RIVIERACQUA S.P.A.,https://www.rivieracqua.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01544690884,S.R.R. SOCIETA' PER LA REGOLAMENTAZIONE DEL SERVIZIO DI GESTIONERIFIUTI A.T.O. 7 - RAGUSA SOCIETA' CONSORTILE PER AZIONI,https://www.srrato7ragusa.it/wp-content/plugins/amministrazione-trasparente/includes/css/at-sezioni-block-style.min.css?ver=1756471385,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
01090950443,S.T.E.A.T. (SOCIETA' TRASPORTI ETE - ASO - TENNA) PUBBLICI       TRASPORTI - SOCIETA' PER AZIONI,https://steat.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01250250550,S.I.I. SOCIETA' CONSORTILE PER AZIONI,https://www.siiato2.it/sii-trasparente,controllo_pubblico,True,,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,10,76.9
10735431008,ROMA SERVIZI PER LA MOBILITA' S.R.L.,https://www.romamobilita.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
03266890924,POLISOLIDALE FONDAZIONE DI PARTECIPAZIONE ONLUS,http://polisolidale.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,NO,SI,SI,8,61.5
01227990866,SAES - SOCIETA' AMBIENTE E SERVIZI SOCIETA' A RESPONSABILITA'    LIMITATA,https://www.saes-rc.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
03306830658,SALERNO PULITA - S.P.A.,https://www.salernopulita.it/trasparenza/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02996810046,S.T.R. SOCIETA' TRATTAMENTO RIFIUTI S.R.L.,http://www.servizipubblicaamministrazione.it/cms/trasparenza/home/tabid/20789/default.aspx?portale=10160,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
03309030652,SALERNO SOLIDALE - S.P.A.,https://www.salernosolidale.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01437190414,SAN LEO 2000 SERVIZI TURISTICI S.R.L.,https://trasparenza.san-leo.it/trasparenza/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01474940622,SANNIO AMBIENTE E TERRITORIO S.R.L.,https://www.samte.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02119380745,SANTA TERESA  S.P.A.,https://www.santateresaspa.it/index.php/amministrazione-trasparente-menu-principale,controllo_pubblico,True,,SI,SI,NO,NO,SI,SI,NO,SI,NO,SI,NO,SI,SI,8,61.5
02581350341,SAN DONNINO SPORT SOCIETA' SPORTIVA DILETTANTISTICA A R.L.,http://ww2.gazzettaamministrativa.it/opencms/opencms/_gazzetta_amministrativa/amministrazione_trasparente/_emilia_romagna/_societa___san_donnino_sport_ssd_arl/,controllo_pubblico,False,[SSL: DH_KEY_TOO_SMALL] dh key too small (_ssl.c:1010),,,,,,,,,,,,,,0,0
00337870406,ROMAGNA ACQUE - SOCIETA' DELLE FONTI S.P.A.,http://societatrasparente.romagnacque.it/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
03074520929,SARDEGNA IT S.R.L.,https://www.sardegnait.it/amministrazionetrasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01565360383,SECIF S.R.L.,https://secif.info/wp-content/mu-plugins/flk-trasparenza/style.css?ver=070e438a529c6d6655dcf75883fd04d7,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
01731840219,SELFIN S.R.L. % SELFIN G.M.B.H.,https://www.gvcc.net/Selfin_srl/it/organizzazione/informazioni/amministrazione_trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
03550380236,S.I.VE. SERVIZI INTERCOMUNALI VERONAPIANURA S.R.L.,https://sivevr.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
07788680630,S.M.A. SISTEMI PER LA METEOROLOGIA E L'AMBIENTE CAMPANIA S.P.A.  IN SIGLA S.M.A. CAMPANIA S.P.A.,http://www.smacampania.info/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,NO,NO,SI,SI,NO,NO,SI,8,61.5
02443420985,SECOVAL S.R.L.,https://www.secoval.it/./etrasparenza/css/newlg/bootstrap.min.css,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
02202290348,SAN DONNINO MULTISERVIZI S.R.L.,https://www.sandonnino.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
03307530166,SANITAS SERIATE S.R.L.,https://comune.seriate.bg.it/sanitas-seriate-srl/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02239280023,PREALPI  GAS S.R.L.,https://www.prealpigas.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01228450621,SANNIO  EUROPA  SOCIETA'  CONSORTILE  A  R.L.,http://www.sannioeuropa.com/amministrazione-trasparente,controllo_pubblico,True,,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,3,23.1
03517390138,SERVICE 24 AMBIENTE S.R.L.,https://service24.portaletrasparenza.net/it,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01075000578,SERVIZI AMBIENTALI PROVINCIA DI RIETI - S.R.L.,società trasparente,controllo_pubblico,False,unknown url type: '/societ%C3%A0%20trasparente',,,,,,,,,,,,,,0,0
02209730163,SABB - SERVIZI AMBIENTALI BASSA BERGAMASCA S.P.A.,https://www.sabb-spa.it/amministrazione-trasparente-organigramma/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
07698630725,SERVIZI AMBIENTALI PER IL NORD BARESE SOCIETA' PER AZIONI,https://sanb.contrasparenza.it/trasparenza/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
03288870276,SERVIZI AMBIENTALI VENETO NORD ORIENTALE SOCIETA' PER AZIONI,https://www.savnoservizi.it/it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
97269560153,SCUOLE CIVICHE DI MILANO FONDAZIONE,https://www.fondazionemilano.eu/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01364860666,SEGEN S.P.A.,https://www.segen.it/amministrazione-trasparente/altri-contenuti-privacy/privacy/,controllo_pubblico,True,,NO,SI,NO,SI,NO,SI,NO,SI,SI,NO,NO,NO,SI,6,46.2
03597190986,SERVIZI AMBIENTE ENERGIA VALLE SABBIA SRL,https://www.saevallesabbia.it/./etrasparenza/css/newlg/bootstrap.min.css,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
03300640160,SERIO SERVIZI AMBIENTALI S.R.L.,http://serioserviziambientali.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,SI,NO,SI,SI,NO,NO,NO,SI,4,30.8
05087650486,SERVIZI ALLA STRADA S.P.A.,http://www.serviziallastrada.it/it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,NO,NO,SI,3,23.1
02329240135,SERUSO S.P.A.,https://seruso.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
02546290160,SERVIZI COMUNALI S.P.A.,https://www.servizicomunali.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
08769960017,SERVIZI INTERCOMUNALI PER L'AMBIENTE S.R.L.,https://www.siaweb.info/trasparenza/trasparenza.htm,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
02258260989,SEBINO SERVIZI SRL,https://www.sebinoservizi.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,SI,3,23.1
01780530448,SGDS MULTISERVIZI SRL,https://www.sangiorgioservizi.it/index.php#tm-dialog/index.php/societa-trasparente/determine,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01200660098,SERVIZI COMUNALI ASSOCIATI S.R.L.,http://www.portale-trasparenza.it/trasparenza?idc=acqsca,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
04201250877,SERVIZI IDRICI ETNEI SPA,https://www.siespa.net/societa-trasparente,controllo_pubblico,True,,NO,SI,NO,NO,NO,NO,SI,SI,NO,SI,NO,SI,SI,6,46.2
02003820020,SESO S.R.L.,https://www.sesosrl.it/amministrazione-trasparente/bandi-di-concorso/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
00471980094,SERVIZI AMBIENTALI SPA,http://www.serviziambientali.org/it/home/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
83004000135,SILEA SPA - SOCIETA' INTERCOMUNALE LECCHESE PER L'ECOLOGIA E     L'AMBIENTE PER AZIONI,https://sileaspa.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01125210524,SIENA CASA S.P.A.,https://www.sienacasa.net/societ%c3%a0-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
09555390013,SERVIZI AMMINISTRATIVI E TERRITORIALI S.C.R.L.,https://www.satservizi.eu/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
00792090524,SI.GE.RI.CO. S.P.A. - SIENA GESTIONE RISORSE COMUNALI,https://www.sigericospa.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
03291390874,SIDRA S.P.A. UNIPERSONALE,https://sidraspa.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
03711390827,SISPI - SISTEMA PALERMO INNOVAZIONE S.P.A.,trasparenza,controllo_pubblico,False,unknown url type: '/trasparenza',,,,,,,,,,,,,,0,0
06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY SOCIETA'PER AZIONI,https://www.firenzesmart.it/societa-trasparente-firenze-smart,controllo_pubblico,True,,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,3,23.1
01924950304,SISTEMA SOSTA E MOBILITA' S.P.A.,https://ssm.portaletrasparenza.net/it,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
00557400249,SIS S.R.L.,https://www.sisbassano.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1758812742,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
01141940427,SO.GE.NU.S - S.P.A.,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
05275911005,SERVIZI IN COMUNE S.P.A.,https://www.serviziincomune.com/amministrazione_trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
04028260877,SIMETO AMBIENTE S.P.A. IN LIQUIDAZIONE,https://www.simetoambiente.it/cms_trasparenza/default.aspx?0*0*0*1,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,11,84.6
03432640989,SERVIZI IDRICI VALLE CAMONICA SRL,https://www.sivsrl.eu/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01838780094,SERVIZI ECOLOGICI AMBIENTALI SAVONA - SEA-S S.R.L.,https://www.sea-s.it/servizi/qualita-e-trasparenza/,controllo_pubblico,True,,NO,NO,SI,SI,NO,SI,NO,NO,SI,NO,NO,NO,SI,5,38.5
00182440651,SISTEMI SALERNO - HOLDING RETI E SERVIZI S.P.A.,https://holdingretieservizi.grupposistemisalerno.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01305350538,SISTEMA S.R.L.,https://sistemagrosseto.com/index.php?id=2/fileadmin/filemount/trasparenza/4_personale/18_selezione_del_personale/2026/ispettori_ambientali_marzo_2026/avviso_ispettori_signed.pdf,controllo_pubblico,True,,NO,NO,NO,SI,NO,SI,SI,NO,NO,NO,NO,NO,SI,4,30.8
03064390655,SISTEMI SALERNO -SERVIZI UTILITY S.R.L.,https://serviziutility.grupposistemisalerno.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
05483800487,SOCIETA' ACQUEDOTTO VALLE DEL LAMONE S.R.L. IN SIGLA SAVL,https://www.savlmarradi.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
12620491006,SISTEMA CAMERALE SERVIZI SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA IN FORMA ABBREVIATA SI.CAMERA S.C.R.L.,https://www.sicamera.camcom.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
01214390096,SERVIZI DI RIVIERA S.P.A.,https://www.servizidiriviera.it/amministrazione-trasparente-servizi-di-riviera-s-p-a/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01476930548,SO.GE.PU. S.P.A.,https://sogepu.etrasparenza.it,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
